URL,domain_age_days,domain_age_missing,dns_record,registrar_known,expiration_days,registration_length,whois_privacy,ns_count
https://mitsui-jyuku.mixh.jp/uploads/82513687ead846bae3d6dc2187ebf1d00be.exe,2615,0,1,0,309,2925,0,2
http://football-euro.net/istoriya-anglijskogo-futbola.html,5823,0,0,1,385,6209,1,2
https://www.fullcomment.nationalpost.com/2010/10/16/robert-fulford-the-1960s-when-canadian-jews-found-acceptance/,10009,0,0,1,216,10226,0,4
https://www.youtube.com/watch?v=dU7DDAae-S0,7525,0,1,1,144,7670,0,4
http://shaunlarsen.com/index.php?option=com_content&view=article&id=18&Itemid=27,0,1,0,0,0,0,0,0
https://concorrag3.sslblindado.com/astasidutyuisdyufhiuasdhitasidtuihsdutuisdhtauasdtuihsdiatisdatuihsdatihsdiathisdathisdatihsdatihsdithiasdthiasdhtisdhatihsdiathduihdisuthiasduthisdhtiusdhudhfisdhtihdisuthidsuhfidhtiuhsdithidusthidushiuthisdthiusdthuihsdtiuhsdtiuhsuidt/afsadhuiasdhtuisdhiuhiuahkjahfuiashdtjkhsduihfuhgiuhsiudhtuihstiuhasdithiasdhtiasdhtihisdauthidsuhfihdasitusduithasidthisduhtiuhsdtuihsdituhsudithsdituhiusdhtisaditusdiauthsduithiufhuasdihtuihsdtiuhdsithiuhsdiuhfuhsdiuthisadthiuasth/,6521,0,1,1,53,6575,0,3
http://www.agathaprojetosocial.com.br/portal/index.php?view=article&catid=4:midia&id=186:072012-faca-parte-da-nossa-rede-de-amigos-tambem-no-facebook&tmpl=component&print=1&layout=default&page=,0,0,0,0,0,0,0,0
https://www.marketwatch.com/story/imax-corporation-and-macgillivray-freeman-films-plan-long-term-content-alliance-2011-09-26,10281,0,1,1,309,10591,0,4
https://www.defense.gov/news/newsarticle.aspx?id=51947,8391,0,1,1,344,8735,1,8
http://117.13.206.99:34286/Mozi.m+-O+-,0,0,0,0,0,0,0,0
https://www.linkedin.com/pub/william-shatner/13/469/b57,8361,0,1,1,39,8401,0,8
http://faughs.ie/index.php/about/history/index.html,8041,0,1,1,360,8401,0,4
https://www.linkedin.com/pub/leslie-roberts/14/37A/212,8361,0,1,1,39,8401,0,8
https://www.monochrom.at/cracked/reviews/reviews01.htm,0,0,1,0,0,0,0,0
https://settings-pro.000webhostapp.com/recovery-chekpoint-login.html,3422,0,0,1,1325,4748,0,2
http://www.markomielentz.de/78h8ry,0,1,0,0,0,0,0,0
http://www.imoconcept.de/index.php?option=com_jea&view=properties&Itemid=66&id=98,0,0,1,0,0,0,0,2
https://www.gamewornauctions.net/products/2009_10_Marian_Hossa_Blackhawks_Black_Red_Yellow_Warrior_Game_Worn_Gloves_Stanley_Cup_Season_Autographed_Team_Letter-3092-92.html,7039,0,1,1,265,7305,0,2
https://www.pipl.com/directory/name/Godbout/Marcel,9431,0,1,1,65,9497,0,2
https://www.mmajunkie.com/news/18389/weekend-winners-include-falaniko-vitale-jason-macdonald-john-alessio-ryan-ford-dan-severn.mma,7134,0,1,1,170,7304,0,8
http://www.skuexpress.com/utility/PAYPAL.LOGINip164.254.235Updating-data/pp/f1fd8805b1a9274be2e9eb3630eb9e8c/,5152,0,1,1,326,5479,0,2
http://tumaloliquor.com/info/accessmgt/49fc4239218562606992da41d987be55/,0,1,0,0,0,0,0,0
https://www.cyclebuy.com/shopping/gas_tanks/gas_tanks.htm,10270,0,1,1,320,10591,0,2
http://riediedeep.info/extended/info/,0,0,0,0,0,0,0,0
http://www.empresariosonline.com.mx/index.php?option=com_content&view=frontpage&Itemid=54,0,0,0,0,0,0,0,0
https://www.biomedexperts.com/Profile.bme/1715989/Per_thor_Straten,6809,0,1,1,130,6940,0,3
https://www.champcarstats.com/drivers/GregoryMasten.htm,7752,0,1,1,282,8035,0,2
http://www.cuxhaven.cc/index.php?option=com_kunena&func=view&catid=5&id=11892&limit=15&limitstart=15&Itemid=31,0,0,0,0,0,0,0,0
http://www.b00.fr/GhZXo,4592,0,1,1,155,4748,0,2
http://apaiypal.com.au.pisem.su/uci-biwebscmd=_lgin-Nv7x9xAxBVW6W9U0AyJpSSiZNhXOvBbZm1IHbu1Q9g9II3ti8FYmgtNuCYaRQl2zuwJUrCOGxsflJQGJnoGfdptteN53KZ0OdAOMkOqvrHonDbbmHHdbUNL53Qqrun.htm,98,0,0,1,266,365,0,4
http://i.herbuy.com.tw/upload/201103/00-04526_product_HighRes_10.jpg,5958,0,0,1,250,6209,0,1
https://www.en.wikipedia.org/wiki/Wilbur_Crane_Eveland,9020,0,0,1,110,9131,0,3
https://www.websters-online-dictionary.org/definitions/stern?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=stern&sa=Search,8164,0,1,1,236,8401,0,2
https://www.spokeo.com/Erin+Farrell,7112,0,1,1,192,7305,1,4
https://www.midwestsportsfans.com/2009/05/stanley-cup-finals-tv-schedule-spreads-detroit-red-wings-pittsburgh-penguins/,6265,0,0,1,308,6574,0,2
https://www.hiiraan.com/news2_rss/2011/Sept/somalia_canadians_issue_urgent_appeal_to_help_their_homeland.aspx,9604,0,1,1,257,9862,0,2
http://www.bzmotors.com.my/photogallery/photo9858/index.htm,9238,0,1,1,257,9496,0,4
https://www.timbers.theoffside.com/team-news/portland-timbers-face-monarcas-morelia.html,7025,0,0,1,279,7305,0,4
https://www.sports.yahoo.com/top/news?slug=ap-big12-missouri,11206,0,1,1,117,11324,0,5
http://www.werderfan-fahrten.de/index.php?option=com_phocagallery&view=category&id=5:saison-1011-rueckrunde&Itemid=63&limitstart=80,0,0,1,0,0,0,0,3
https://www.freenocostjobs.com/,0,1,0,0,0,0,0,0
http://homebru.com.au/i/excel/excel/excel.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@edelman.com,0,0,1,1,0,0,0,2
https://www.autotrader.com/dealer/results.jsp?&city=Boardman&showMap=false&address=44512&fromDsrp=true&dealer_name=,11089,0,1,1,234,11324,0,4
https://www.dailymotion.com/video/xjpxwi_ex-cfl-player-tony-proudfoot-has-bid-farewell-saying-in-a-first-person-story-in-the-montreal-gazette_news,7497,0,1,1,172,7669,0,2
https://www.jewell.edu/william_jewell/gen/william_and_jewell_generated_pages/William_Jewell_College_mens_basketball_team_returns_to_national_tournament_p6018.html,10976,0,1,0,674,11651,0,0
http://134.122.95.167/bins/bootnoot.spc,0,0,0,0,0,0,0,0
https://www.freebase.com/view/en/broken_flowers,8026,0,1,1,374,8401,0,4
https://www.sloveniatoday.blogspot.com/,0,1,1,0,0,0,0,0
http://handmasz.pl/views/plugins/cache/?rand=13InboxLightaspxn.1774256418&amp,5867,0,1,1,341,6209,0,2
http://cltmusic.com/featured/hectagons-live-from-the-world-famous-milestone-2/,502,0,1,1,227,730,0,2
https://drive.google.com/uc?export=download&id=1naAOkyOIOFmtWtFge6OWeKJafelD3Jll,10235,0,1,1,1086,11322,0,4
https://www.gamespot.com/ps3/sim/rockband3tentativetitle/news/6273554/bob-marley-tokio-hotel-shredding-rock-band-3-report,10846,0,1,1,840,11687,0,4
http://91.220.163.32/a2/,0,0,0,0,0,0,0,0
http://www.antonov-vrtec.si/novice?start=25,6055,0,1,1,153,6209,0,2
http://jhaa.org.bd/asw/font,0,0,0,0,0,0,0,0
http://www.englishlanguageco.com/index.php?option=com_content&view=article&id=2&Itemid=2&lang=es,5542,0,1,1,301,5844,0,3
https://www.thecharlesbronfmanprize.com/,8503,0,1,1,262,8766,0,2
https://www.hiphopforlife.forumotion.com/t7113-psd-tha-drivah-messy-marv-keak-da-sneak-da-bidness-part-2-2010,6703,0,1,1,2793,9497,0,2
http://chelurao.ru/index.php?option=com_content&view=article&id=7&Itemid=8&lang=ru,336,0,1,1,28,365,0,2
http://p27dokhpz2n7nvgr.1bj4k9.top/,0,0,0,0,0,0,0,0
http://loukilrenard.com/actualites/4-droit-de-la-propriete/74-paiement-de-la-dette-dautrui--caracterisation-dune-gestion-daffaires,6860,0,1,1,444,7305,1,2
http:// 69.162.100.198/,0,1,0,0,0,0,0,0
http://www.iesceciliojimenez.es/index.php?option=com_jpfchat&Itemid=87,0,0,0,0,0,0,0,0
http://errors-seeds.cz/system/logs/k1.exe,0,1,0,0,0,0,0,0
http://pz2001.de/wordpress/tot0/index.html,0,0,1,0,0,0,0,4
http://turbolocksmith.net/dbfile/dbfile/best/index.php,3555,0,0,1,97,3653,1,3
http://cpbrandindia.com/https:/atendimento/chama.php?=4PQ64PVDT0EPN4DNKEPGGQVEPQ5SROWUEMZHCVU650USD9FXM6D3V9GLZLEQAALOXL70H2FMAAEOIUL5ZZ7V9NG89UYI6K837DCNFR0P3NDKHZOHZVC9JTGROEATZHW6U0T023Z4QDN9DCPD93LRV2IJGSDFA0L6JEFKHEN9SAG7M7JV95M466NLY229BNDU3SEJ82R1,3742,0,1,1,275,4018,0,2
https://www.baseball-reference.com/bullpen/June_Peppas,9289,0,1,1,1667,10957,0,2
https://www.norwichbulletin.com/sports/x324653063/UConn-Mens-Basketball-Huskies-have-on-final-chance-at-Big-East-tournament,9637,0,1,1,224,9861,0,8
http://fai.arangbriket.com/pagedoc/3e82c3a88ff129a0907ce5eb0ccbe4f8,736,0,1,1,359,1096,1,3
http://theexpertautorepair.com/contact-us.html,0,1,0,0,0,0,0,0
http://us.battle.net-wow-d3-com.d3-wow-account.net/battle_net_account.php,0,1,0,0,0,0,0,0
https://www.losslessalbum.com/2011/07/07/tom-petty-discography-part-2-live-compilations-1977-2010.html,5519,0,1,1,324,5844,1,2
https://www.sinteredmetals.com/guest.htm,37,0,1,1,327,365,1,2
http://vicariapastoralgdl.org/https/34.237.113.1134565/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,0,1,0,0,0,0,0,0
http://www.renja.nl/catalogus/item/2-stoelen/2-tattoo-behandelstoel,0,0,0,0,0,0,0,0
http://gold.fifamericas.com/8ed1smz04x\nchicweddingcandles.com/wedding-candles/,0,1,0,0,0,0,0,0
https://www.ironoutlaw.com/html/movies.html,8849,0,1,1,281,9130,0,2
http://134.209.39.160/x86,0,0,0,0,0,0,0,0
https://www.us-places.com/Texas/Fayette-County.htm,6087,0,0,1,121,6209,0,2
https://www.montague.schoolloop.com/,7835,0,1,1,180,8016,0,4
https://www.rivals.yahoo.com/ncaa/basketball/players/75570/gamelog,11206,0,0,1,117,11324,0,5
https://www.thestar.com/news/canada/article/771524--mpps-unite-to-condemn-odious-israeli-apartheid-week,10913,0,1,1,408,11321,0,4
https://www.findapropertymanager.com/property-management-companies/florida/property-managers/details.cfm?pmid=1843,7792,0,1,1,242,8035,1,2
https://www.flsd.uscourts.gov/,10218,0,1,1,47,10266,1,6
http://jerafed.top/,0,0,0,0,0,0,0,0
https://1drv.ms/xs/s!AvG9sA0Y8q1geoF4LbQUjNb8FYU?wdFormId=%7B3A443156%2DD06D%2D4AC2%2D9D9D%2D0C35B4A5F474%7D,4409,0,1,1,338,4748,0,4
https://www.invention.smithsonian.org/resources/fa_wu_container02.aspx,9338,0,1,1,889,10228,0,5
https://www.weather.yahoo.com/united-states/washington/kent-2431667/,11206,0,1,1,117,11324,0,5
http://aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?amp,8180,0,1,1,585,8766,1,2
https://www.businesswire.com/news/home/20111026005876/en/Lovetts-Plc-Law-Firm-United-Kingdom-Implement,10824,0,1,1,134,10959,0,6
https://mitsui-jyuku.mixh.jp/uploads/788ODNO38B.exe,2615,0,1,0,309,2925,0,2
https://pastebin.com/raw/iXBAtQEK,8421,0,1,1,1075,9497,0,2
http://logimax.net.in/ii.exe,4101,0,0,1,281,4383,0,2
http://yunali.gtacomputer.com/viewerf.html,0,1,0,0,0,0,0,0
http://www.cavalieren.nl/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=12&Itemid=36,7989,0,1,1,0,0,0,5
http://134.122.23.193/bins/Hilix.ppc,0,0,0,0,0,0,0,0
http://manageaccount-disputepaymentebay-paymentresolve.com/webapps/86d08/websrc,0,1,0,0,0,0,0,0
https://www.youtube.com/watch?v=cEIFPcW5V98,7525,0,1,1,144,7670,0,4
http://185.151.204.9/d9m01jr,0,0,0,0,0,0,0,0
http://aria-asp.ir/k7cwvi,0,0,0,0,0,0,0,0
http://www.thc-hanau.de/index.php/component/jtags/Ergebnisse/index.html,0,0,1,0,0,0,0,4
http://www.altivexfoundry.com/wp-admin/googlesharedoc/googledrivenew/index.html,5363,0,1,1,115,5479,0,2
https://www.linkedin.com/pub/dir/marie/cloutier,8361,0,1,1,39,8401,0,8
https://www.fresno.gov/News/PressReleases/2008/CAEZ.htm,10218,0,0,1,314,10533,1,3
https://www.lizwaughmcmanus.co.uk/,5877,0,1,1,3253,9131,0,2
http://jhanjartv.com/ok_site/team/auth/success.php,401,0,1,1,328,730,0,2
https://www.beenverified.com/p/james+sturgeon,6857,0,1,1,447,7305,0,2
https://www.amazon.com/s?ie=UTF8&keywords=burbank%20high%20school&rh=i%3Aaps%2Ck%3Aburbank%20high%20school&page=2,11284,0,1,1,402,11686,0,8
https://www.youtube.com/watch?v=hekL0DCUxpk,7525,0,1,1,144,7670,0,4
https://www.baseball-almanac.com/players/player.php?p=mathiro01,9649,0,1,1,577,10226,0,3
https://www.chinahighlights.com/china-airline/eastern-airlines.htm,9922,0,1,1,3225,13148,0,4
http://@sokoyetu.co.ke/aol5/a000l.html,0,0,0,0,0,0,0,0
https://www.nytimes.com/2011/08/19/books/jane-fonda-by-patricia-bosworth-and-fondas-prime-time-review.html?pagewanted=all,11571,0,1,1,482,12054,0,8
http://habbocommandecredit.yolasite.com/,0,1,1,0,0,0,0,0
http://two.hfdodiopr.biz/fmfz80n0nh\ndkoawit6.com/ik/redir.php?url=http://two.hfdodiopr.biz/fmfz80n0nh,0,1,0,0,0,0,0,0
https://www.marketwatch.com/story/father-christmas-cup-annual-soccer-benefit-announced-for-december-10th-at-atlanta-silverbacks-park-from-1-6-pm-2011-11-15,10281,0,1,1,309,10591,0,4
https://www.docstoc.com/docs/12935724/National-Railroad-Passenger-Corporation-AMTRAK-Fiscal-Year-2010,6885,0,1,1,419,7305,0,2
http://www.parochiebavel.nl/A2660528465EE603795287165D1A8165/,0,0,0,0,0,0,0,0
https://www.garydawg.blogspot.com/,0,1,1,0,0,0,0,0
http://codexbase.com/img/i.gif,839,0,1,1,256,1096,0,2
http://klettur.bk-sh.com/wp-content/themes/webstat/vodafone_onlinerechnung,8344,0,0,1,56,8401,0,4
https://www.lds.org/ldsorg/v/index.jsp?vgnextoid=2354fccf2b7db010VgnVCM1000004d82620aRCRD&locale=0&sourceId=d824dbdcc370c010VgnVCM1000004d82620a____&hideNav=1,9918,0,1,1,307,10226,0,11
http://bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref=http%3A%2F%2Fwndyvfpus.battle.net%2Fd3%2Fen%2Findex&amp,6368,0,0,1,205,6574,1,2
http://www.novaravanni.com/index.php?option=com_virtuemart&page=shop.search&Itemid=1,0,1,0,0,0,0,0,0
http://paypal.konten-2016x00-datenabgleich.com/200462/deutschland/konflict/2066859598364/sicher/benutzer/anmelden.php,0,1,0,0,0,0,0,0
https://www.motors.shop.ebay.com/i.html?_nkw=1963+mercury+meteor,11008,0,0,1,3235,14244,0,8
https://www.ebay.com/ctg/Multicultural-Law-Enforcement-Strategies-Peacekeeping-Diverse-Society-Deena-R-Levine-Philip-R-Harris-/30784848,11008,0,1,1,3235,14244,0,8
http://image.dashofer.hu/information.html.html,0,0,1,0,0,0,0,0
http://philmoirphotography.com.au/mailbox/,0,0,0,0,0,0,0,0
https://www.allposters.com/-st/Adam-Schall-Von-Bell-Posters_c28049_.htm,9831,0,1,1,29,9861,0,4
https://www.chapmanfamilies.org/marr_scot.html,9184,0,1,1,311,9496,0,2
https://www.hebercitycowboypoetry.com/,1123,0,1,1,337,1461,0,2
https://www.thefreelibrary.com/U.S.+Commlink%2c+Ltd.+Awarded+%24655%2c000+Contract+for+Call+Box+Retrofit...-a0106413252,8193,0,1,1,572,8766,0,2
https://www.intermartialarts.com/styles/brazilian-jiu-jitsu,6069,0,0,1,504,6574,0,2
https://www.championshipproductions.com/cgi-bin/champ/p/Basketball/All-Access-Basketball-Practice-with-Steve-Alford_BD-03781.html,8348,0,1,1,1878,10227,0,2
https://www.thenewtobacco.com/,0,1,0,0,0,0,0,0
http://kardum-partneri.hr/wp-includes/css/eorro/cn/f0fea/,0,1,0,0,0,0,0,0
https://www.thejbmshow.com/,7461,0,1,1,208,7670,1,3
https://www.artistdirect.com/entertainment-news/article/the-band-perry-s-if-i-die-young-lands-at-no-1-on-adult-contemporary-radio-charts/9745495,10616,0,1,1,339,10956,0,2
http://mowebplus.com/connect/connect/connect/connect/index.php,0,1,0,0,0,0,0,0
http://www.pharmacyhelpcenter.com/Support81488/customer_center/customer-IDPP00C371/myaccount/signin/,0,1,0,0,0,0,0,0
http://www.prismpgh.org/index.html,9854,0,1,1,371,10226,0,2
https://amsterdamtradebank.nl-bnk.com/ibank/,0,1,0,0,0,0,0,0
https://www.123people.com/s/thomas+schelling,1622,0,1,1,203,1826,0,2
http://niedoba-assoc.com/index.php?option=com_content&view=article&id=139:leadership-coaching&catid=43:latest-news&Itemid=152,54,0,1,1,310,365,1,2
http://www.thedogspa.info/val/dzmailer.php,0,0,0,0,0,0,0,0
https://www.profilecanada.com/companydetail.cfm?company=770108_Vitrerie_Techno-Verre_Inc_Qubec_QC,9409,0,1,1,452,9862,0,3
https://www.washingtonpost.com/sports/dc-united-reflects-on-missed-chances-looks-ahead-to-next-season/2011/10/21/gIQAr43Y4L_story.html,10907,0,1,1,49,10957,0,8
https://www.mobileburn.com/16152/news/nothings-sacred-apple-goes-after-motorola-xoom-in-europe-as-well,8440,0,1,1,690,9131,0,2
https://www.letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1983,14450,0,0,0,309,14760,0,0
https://www.lead411.com/company_BoulevardBrewingCompany_400474.html,8911,0,1,1,219,9131,0,2
http://vjhascv.ru/az2.exe,0,1,0,0,0,0,0,0
http://www.arjanland-kerstbomen.nl/kerstboom-fotos/kerstbomen.1,0,0,0,0,0,0,0,0
http://iranrad.ir/index.php?option=com_content&view=article&id=49:1390-06-29-07-47-36&catid=35:1390-02-13-18-44-50&Itemid=58,0,0,1,0,0,0,0,2
https://www.sports.yahoo.com/golf/blog/devil_ball_golf/post/Tiger-Woods-eyes-U-S-Open-as-his-next-event?urn=golf-wp1932,11206,0,1,1,117,11324,0,5
http://chocogaterie.eu/lijxve8,0,0,0,0,0,0,0,0
https://www.binghamton.edu/alumni/alumni-notable/,13987,0,1,0,674,14662,0,0
https://sites.google.com/site/lamprit0909o/,10235,0,1,1,1086,11322,0,4
https://www.grp.ottawariverkeeper.ca/,8915,0,0,1,215,9130,0,2
http://gahezny.com/wp-content,2978,0,1,1,308,3287,0,2
https://www.trucks9.com/blog/future-truck-2011-chevrolet-el-camino-ss/,218,0,1,1,146,365,0,2
http://www.brocantezussen.nl/index.php?option=com_content&view=category&layout=blog&id=14&Itemid=8&limitstart=30,6420,0,1,1,0,0,0,6
http://www.equipesantana.com.br/wk/ali/index.php,4526,0,1,0,586,5113,0,0
http://myhotmailsignin.com/hotmail-to-outlook/,0,1,0,0,0,0,0,0
https://www.personallfiles.com/search.html,0,1,0,0,0,0,0,0
http://www.ledmaster.org/it/home.html,270,0,1,1,94,365,0,3
https://www.news.nationalpost.com/2011/11/14/mcgill-university-health-centre-voices-support-for-embattled-director/,10009,0,0,1,216,10226,0,4
https://www.imtl.org/montreal/histoire.php?periode=1940,7463,0,1,1,206,7670,0,2
https://www.wrestlingforum.com/general-wwe/470204-brian-kendrick-married-taylor-matheny-girl-first-tough-enough-2.html,8225,0,1,1,175,8400,0,4
https://www.pajiba.com/career_assessments/gary-oldman-career-assessment-simply-a-bloody-good-actor.php,7762,0,1,1,2829,10592,0,2
http://www.escolareiarthur.com.br/index.php?option=com_content&view=article&id=216:7-dicas-para-lidar-com-a-birra-das-criancas&catid=37:principal&Itemid=28,5997,0,1,0,211,6209,0,0
https://www.species.wikimedia.org/wiki/Idea_leuconoe,8227,0,0,1,173,8401,0,3
https://www.canada.com/story_print.html?id=99e172aa-b5a7-4414-a154-817343d90c9a&sponsor=,10597,0,1,1,358,10956,0,4
http://www.bdmsh5.ru/wp-includes/SimplePie/Parse/TD%20Canada%20Trust%20EasyWeb%20Online%20Banking%20Canada/,4405,0,1,1,342,4748,0,4
http://www.clinicatecma.es/index.php/pediatria,0,0,1,0,0,0,0,0
http://fullvision.be/pictures/infos/team/manage/c7d21/home?MA=29954478_084a1ab73658930a18f21b0aa8949e43=Morocco,5709,0,1,0,0,0,0,1
http://blacktopstreetandtrack.com.au/a/,0,0,0,0,0,0,0,0
http://w-eight.org/file/dropbox/dropbox/proposal/,0,1,0,0,0,0,0,0
https://www.xtube.com/,7690,0,1,1,1075,8766,1,6
https://www.wiki.answers.com/Q/What_kind_of_technology_of_the_new_stone_age_had_the_most_impact_on_daily_life,10718,0,0,1,808,11527,1,4
https://www.slam.canoe.ca/WrestlingStarBios/barr_art.html,986,0,1,1,109,1096,0,2
https://www.videosurf.com/oratoire-saint-joseph-du-mont-royal-l%27-245220,1155,0,1,1,305,1461,0,2
https://www.residentadvisor.net/dj/deadbeat,8761,0,1,1,1100,9862,0,2
http://mon-compte-ameli-fr.info/Mon_compte/Services/AmeliAssurance=Valid/assure_somtc=true/,0,0,0,0,0,0,0,0
https://www.modelmayhem.com/1071616,7722,0,1,1,312,8035,0,2
http://animefreewallpapers.com/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=17742,6856,0,1,1,83,6940,0,2
http://www.bruecke-erding.de/index.php?option=com_content&view=article&id=56&Itemid=61,0,0,1,0,0,0,0,4
https://www.livetheevc.com/Documents/Microsoft/index2.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,0,1,0,0,0,0,0,0
http://www.klinghammer.com/de/bilder-a-videos/klassische-dosen.1,10137,0,1,1,88,10226,1,4
http://chatserver.comm100.com/ChatWindow.aspx?planId=358&visitType=1&byHref=1&partnerId=-1&siteid=213352,5983,0,1,1,225,6209,0,4
http://craigsdesigns.com/resources/resources/resources/resources/resources/resources/resources/resources/resources/resources/future16sales/index.php,6816,0,1,1,123,6940,0,2
https://www.google.com.hk,8838,0,1,1,56,8895,0,1
https://www.web.nmsu.edu/~spinkert/news.htm,14000,0,0,0,309,14310,0,0
http://mail.sanabes.org.sa/~masseri/invoice/Ed/Ed/index.php...,0,0,0,0,0,0,0,1
https://www.en.wikipedia.org/wiki/Category:American_comedy_films,9020,0,0,1,110,9131,0,3
http://batutik.com.ua/produkcziya/batutigorki/52-gorka.html,0,0,1,1,0,0,0,0
http://job.gruppomediacom.it/images/asalamic/vranaicosuter/prolsdhaytsr/zeamalcuats/acolaiosta/brzza/aaron.html?DASBASDMNSDABMSDASAD=SMNASDBNMASDBMASDBMASD7ASDMBDASNDABSMDM8ASDMDBNASDMNASDBMNNBASD6ASDASDMNASDMADSNDASMADNSMDSBASDBASDN5DSANDSANDASBMNNSDABAS,6707,0,1,1,231,6939,0,1
http://manola-souvanlasy.com/index.php?option=com_content&view=article&id=101:la-place-de-la-medecine-chinoise-dans-la-prevention-du-cancer-et-dans-le-soutien-des-patients-en-cours-de-chimiotherapie&catid=47:conference&Itemid=61,5705,0,1,1,138,5844,1,4
http://www.intocht-simpelveld.nl/index.php?option=com_content&view=article&id=4&Itemid=4&vsig4_0=4,0,0,0,0,0,0,0,0
https://www.en.wikipedia.org/wiki/Curtis_Goodwin,9020,0,0,1,110,9131,0,3
http://hclickmeterg.com/solomon.php,0,1,0,0,0,0,0,0
https://www.slosport.org/eng/months/200801high.html,9526,0,1,1,335,9862,0,3
https://www.slog.thestranger.com/slog/archives/2011/04/21/kemper-freeman-it-isnt-over/,11166,0,1,1,157,11324,0,4
https://www.facebook.com/marksultan,10405,0,1,1,3109,13514,0,4
http://www.town-scapes.co.uk/Retro_Rockery.html,5229,0,1,1,249,5479,0,2
http://www.iremshrine.com/component/jevents/day.listevents/2013/02/27/97,6713,0,1,1,226,6940,0,2
http://199.83.204.187:54162/Mozi.m,0,0,0,0,0,0,0,0
http://www.dk174.ru/wp-content/themes/img/sec1.store.apple.com.shop.login.c-aHR0cDovL3d3dy5hcHBsZS5jb20vc/Appleworldwide/INTL_Version/invalid.php,136,0,1,1,228,365,0,4
https://www.legacy.com/obituaries/bostonglobe/obituary.aspx?n=audrey-j-obrien&pid=130920137&fhid=4414,11557,0,1,1,87,11645,0,3
https://www.people.famouswhy.com/suzanne_perrault/,7125,0,1,1,179,7304,1,2
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.srv-woa1.co.uk/identify-customer=I6vxstUfJu4YJgQSDEtZTpQWRijw6PNhRzcxYX3yuJfS4GrfFVPkpluggv5qX313pTWTNlr0Sxxz3WrS88RN3jje6Wzpp2BV3eje/,0,1,0,0,0,0,0,0
http://95.217.147.3/bins/malware.spc,0,0,0,0,0,0,0,3
https://www.answers.com/topic/george-elkington,10718,0,1,1,808,11527,1,4
https://www.ontariohockeyleague.com/article/58-ohl-players-in-final-nhl-central-scouting-draft-rankings/96860,9940,0,1,1,285,10226,0,4
https://www.nndb.com/people/534/000023465/,8447,0,1,1,1779,10227,0,2
https://www.thecmuwebsite.com/article/vp-records-ar-chief-murdered/,6123,0,1,1,85,6209,0,2
https://www.easterniowanews.com/?p=10699,110,0,1,1,254,365,0,2
http://www.thewrightway.me.uk/the-salon/fitness.html,0,1,0,0,0,0,0,0
http://www.hollingstedt.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5ob2xsaW5nc3RlZHQuZGUvaG9sbGluZ3N0ZWR0L2hvbGxpbmdzdGVkdC1hbGxnZW1laW5lLWluZm9zLzgwLWhvbGxpbmdzdGVkdGVyLXdhcHBlbi5odG1s,0,0,1,0,0,0,0,3
http://ebizkings.com/GD/,8754,0,0,1,11,8766,0,2
http://marshall-sk8.com/index.php?option=com_content&view=article&id=101:pictures&catid=39:pictures&Itemid=54,0,1,0,0,0,0,0,0
http://pacificcombatphotos.com/index.php?view=article&catid=12:national-museum-pacific&id=7:national-museum-pacific&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=11,0,1,0,0,0,0,0,0
http://noithatliti.com/main/images/smile.gif,0,1,0,0,0,0,0,0
https://www.publishing.cdlib.org/ucpressebooks/view?docId=ft638nb3db;chunk.id=d0e13621;doc.view=print,10091,0,0,1,134,10226,0,4
http://www.frieslandpokal.de/index.php?option=com_content&view=article&id=8&Itemid=25,0,1,0,0,0,0,0,0
https://www.hammerwall.com/Manuals/GE/Description/JGBP28BEA6WH/GE%20Self-Cleaning%20Gas%20Ranges/L0709160/,6370,0,1,1,203,6574,0,2
https://www.gradschoolfinder.com/schools/programdetail.asp?SearchType=School&FOSKeywords=McGill+University+-+Graduate+and+Postdoctoral+Studies&ProgramID=2308,9493,0,1,1,368,9861,0,2
https://www.icehockey.wikia.com/wiki/14th_National_Hockey_League_All-Star_Game,7960,0,1,1,440,8401,0,6
http://www.cootecsan.com/index.php?option=com_mailto&tmpl=component&link=a25d32282656f689c487faedcf78dbb21653aad8,0,1,0,0,0,0,0,0
https://mitsui-jyuku.mixh.jp/uploads/53413687ead846bae3d6dc2187ebf1d00be.exe,2615,0,1,0,309,2925,0,2
